"","Age","Income","LoanAmount","CreditScore","MonthsEmployed","NumCreditLines","InterestRate","LoanTerm","DTIRatio","HasMortgage","HasDependents","HasCoSigner","Default","edBachelor.s","edHigh.School","edMaster.s","edPhD","emptypeFull.time","emptypePart.time","emptypeSelf.employed","emptypeUnemployed","maritalDivorced","maritalMarried","maritalSingle","loanpurpAuto","loanpurpBusiness","loanpurpEducation","loanpurpHome","loanpurpOther"
"189312",56,57850,184250,366,41,3,23.57,48,0.46,1,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0
"99827",36,38022,90681,533,21,1,17.77,48,0.88,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
"162600",29,58614,201364,461,5,1,23.88,12,0.75,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0
"143933",25,56987,44393,737,63,3,14.32,12,0.7,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
"66076",58,26786,235304,514,79,1,22.53,24,0.39,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1
"109647",62,124493,79675,688,40,1,24.46,48,0.31,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
"120285",55,96808,140249,796,0,3,23.52,36,0.59,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0
"23001",30,31628,219081,370,35,4,2.29,36,0.39,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
"22827",26,134384,238897,642,12,1,17.7,36,0.16,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
"234112",59,59729,173953,391,109,4,2.09,12,0.84,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
"206337",23,22903,178748,685,4,1,21.21,36,0.66,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0
"60426",30,77087,185084,344,54,1,24.53,36,0.19,1,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
"41054",23,19360,40287,549,33,3,18.19,36,0.79,0,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0
"194400",49,38729,175485,656,40,4,21.62,60,0.57,1,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
"61933",63,21523,113408,668,70,3,3.01,60,0.69,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1
"134151",58,82370,133501,461,40,1,10.88,36,0.48,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1
"161667",36,70080,87039,719,62,2,3.25,48,0.34,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0
"35496",36,144441,208792,595,22,1,19.48,12,0.76,1,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
"64190",28,27151,125272,593,67,1,3.47,36,0.89,1,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0
"12083",50,134576,74543,486,29,4,24.85,36,0.77,1,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1
"81002",40,149175,180199,761,39,3,2.97,24,0.61,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
"58269",59,146414,192264,751,113,1,13.56,36,0.87,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0
"173032",40,80300,208215,328,104,2,5.68,12,0.14,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
"115831",35,60906,202804,408,46,1,9.06,36,0.14,1,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
"125448",40,16869,182050,460,15,1,5.43,60,0.81,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1
"51747",65,146033,136412,582,56,4,24.12,12,0.82,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
"125293",31,29095,183913,650,6,1,14.17,24,0.66,1,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
"24069",47,121522,8625,402,80,2,9.52,12,0.47,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
"4376",58,77742,15512,560,9,1,19.5,12,0.13,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
"171782",53,105968,150923,758,34,1,6.6,36,0.63,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
"76530",38,147900,236904,305,42,1,21.4,24,0.66,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1
"148850",21,125106,229676,839,28,2,17.01,48,0.48,1,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
"168519",62,50402,168865,487,106,3,19.78,48,0.63,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0
"86983",34,86910,228143,731,11,4,4.22,48,0.47,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0
"120804",52,126265,45973,493,58,2,6.84,36,0.26,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
"200528",25,136946,248367,488,79,3,15.36,60,0.4,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0
"127336",34,137480,235342,553,118,2,13.08,48,0.82,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0
"90680",64,128550,66774,657,94,4,13.93,24,0.71,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
"166831",31,138329,177882,580,46,1,2.36,24,0.71,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
"244360",63,67233,239740,838,68,4,14.77,12,0.2,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
"212612",35,28869,15254,422,116,3,20.15,24,0.65,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
"98215",67,93714,113903,673,24,4,7,12,0.86,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
"76701",24,65347,103989,322,3,4,4.51,24,0.67,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
"161265",51,149466,244530,355,5,2,10.64,12,0.18,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0
"184127",36,60795,97432,727,55,1,11.55,36,0.67,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
"78077",57,135394,94184,338,43,2,13.32,24,0.39,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
"71025",68,49927,207139,687,76,1,6.91,48,0.41,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
"56404",57,84258,71161,543,83,1,11.73,48,0.51,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
"77638",44,40260,87178,796,50,2,13.93,36,0.77,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
"233276",34,119522,174319,614,52,1,23.77,24,0.33,1,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0
"83087",37,142832,99488,647,24,3,3.79,48,0.87,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0
"241132",31,68081,9664,520,54,4,23.23,36,0.84,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
"198435",52,76825,181145,801,22,3,18.91,24,0.23,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0
"112939",67,23950,137850,719,1,2,19.43,12,0.62,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
"96215",43,145604,220010,550,26,4,6.38,60,0.64,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0
"229316",21,37456,183109,437,29,4,16.3,36,0.33,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
"25068",69,61252,66123,821,50,4,4.41,12,0.42,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
"157268",50,23091,144246,731,69,2,12.69,36,0.45,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1
"134088",42,124788,17132,538,95,4,8.56,12,0.52,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
"149095",41,106405,233508,501,78,1,7.26,48,0.19,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
"227806",42,29770,66770,792,3,1,11.44,60,0.15,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0
"78631",60,58270,81960,571,10,2,9.81,60,0.29,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0
"215868",36,142271,150302,710,51,2,14.48,24,0.8,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
"218314",21,116238,179879,344,58,1,13.79,48,0.66,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
"197616",38,96069,79634,711,47,2,5.34,60,0.38,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
"22540",58,45493,184490,516,87,2,7.16,48,0.64,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
"20327",49,98597,59465,564,13,3,24.45,12,0.33,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
"180176",44,63513,162482,563,32,2,19.33,48,0.17,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
"180388",59,75684,133708,438,20,3,19.27,24,0.3,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
"216780",67,89222,137177,410,109,2,10.13,48,0.17,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0
"97197",62,72814,29754,592,84,1,15.47,36,0.4,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0
"130308",35,124466,9080,615,42,3,21.9,36,0.82,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
"130165",27,71041,18291,489,77,2,15.01,60,0.2,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
"8581",55,54996,233435,432,81,3,11.5,60,0.21,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0
"135685",66,103345,191483,392,19,1,6.42,60,0.13,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
"179363",40,97992,240307,764,0,4,7.66,12,0.22,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0
"21683",54,68209,178858,316,32,4,20.48,12,0.34,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0
"48597",38,66899,32175,804,117,4,6.8,48,0.84,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0
"179921",49,82928,72152,327,109,3,24.64,12,0.71,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0
"80582",49,98533,247210,664,9,2,18.19,60,0.31,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0
"165384",19,46071,209355,706,7,2,16.13,36,0.47,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0
"167479",35,85435,180585,496,94,1,2.89,36,0.3,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0
"73530",37,87488,228348,393,63,4,13.94,60,0.21,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
"169124",56,17432,112863,525,17,4,8.32,24,0.78,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
"178616",21,132031,121816,800,47,3,23.45,24,0.68,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
"165065",33,59127,45732,344,103,2,3.85,48,0.88,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1
"90672",33,112970,20796,608,47,1,21.15,48,0.69,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
"217080",61,78766,97538,435,61,3,4.17,48,0.47,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0
"189886",38,54233,61999,665,50,4,23.56,36,0.76,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
"60107",68,142716,143686,664,32,3,18.73,36,0.21,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
"17153",39,19151,18419,340,106,2,7.67,48,0.43,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0
"225204",57,59509,26973,390,22,2,8.41,60,0.51,1,1,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0
"39717",58,103991,119774,410,45,3,17.73,36,0.32,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0
"87899",31,59657,15435,436,20,4,8.25,48,0.64,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0
"235760",45,71022,13383,405,99,1,6.19,12,0.63,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
"169784",40,22152,248854,783,90,2,2.21,48,0.63,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0
"223769",62,102861,32570,763,45,2,7.47,60,0.29,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
"167591",58,46732,48002,345,23,3,24.09,24,0.31,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
"33321",26,42658,138349,538,56,2,3.06,12,0.66,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
"101347",53,72317,83307,404,33,4,17.86,12,0.58,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
"91935",29,27544,55530,726,68,3,23.05,12,0.45,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
"183263",59,108719,153232,362,90,4,15.38,36,0.14,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
"243580",63,71716,155122,335,2,4,14.61,60,0.31,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0
"71886",68,22077,165246,821,110,2,12.97,24,0.61,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
"6454",69,146109,110746,703,75,2,24.36,60,0.71,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
"156609",46,44954,145772,409,30,3,7.76,36,0.27,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0
"244440",67,39592,6607,784,0,3,15.32,48,0.56,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
"130050",56,130897,223197,315,7,3,20.1,24,0.1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0
"74547",63,74079,126964,625,61,4,23.98,12,0.56,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0
"122836",30,127994,62314,420,75,3,17.63,36,0.89,1,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0
"110441",34,148334,248299,406,45,3,8.27,48,0.39,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0
"44214",54,42418,92297,637,63,3,17.85,24,0.19,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
"123880",40,53060,25763,369,83,4,20.18,60,0.55,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0
"46585",32,78277,227628,788,47,4,10.54,36,0.19,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1
"84825",42,126791,25482,750,47,3,14.56,24,0.57,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1
"230905",23,26361,17938,662,58,4,6.99,48,0.42,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0
"215625",60,109237,205317,603,91,1,16.27,36,0.54,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
"215347",64,102333,9085,545,73,2,7.53,24,0.49,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
"8812",44,101098,145685,353,39,4,3.23,12,0.82,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
"139737",38,63002,200385,625,117,3,2.97,12,0.42,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
"125904",43,57283,167365,779,90,1,5.11,24,0.86,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
"5102",45,108629,43766,553,100,2,7.61,24,0.59,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
"252493",33,20924,109269,689,89,3,10.02,36,0.32,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0
"93630",22,103291,95299,595,41,4,15.66,60,0.24,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
"200756",31,60283,103755,470,65,1,22.9,24,0.52,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0
"42087",46,74497,176334,556,118,2,6.33,24,0.64,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
"68643",26,70946,209982,760,28,4,19.04,60,0.72,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0
"94485",39,48010,153593,592,97,3,14.33,12,0.88,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
"133458",43,87410,100458,481,16,1,6.02,60,0.33,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
"249110",47,148658,39769,449,2,4,2.27,60,0.28,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
"160488",46,132405,241896,345,69,3,9.28,12,0.18,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0
"118043",59,25821,161397,554,10,2,14.42,24,0.62,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
"240967",18,75055,41066,485,31,3,17.31,24,0.17,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0
"87127",61,119577,66388,626,60,2,21.99,48,0.81,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0
"152427",21,29126,154107,640,112,4,4.41,60,0.55,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
"175618",20,98630,153438,531,21,2,6.01,24,0.73,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
"23219",49,16468,29522,807,81,2,7.96,12,0.71,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
"211362",54,105202,184354,539,114,4,6.68,36,0.55,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
"112729",50,81558,5500,505,62,4,3.93,48,0.13,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
"244730",51,126916,118591,561,37,4,3.68,48,0.24,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0
"212857",69,80652,215685,789,25,3,3.49,24,0.12,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
"191848",22,46067,140489,609,14,4,12,24,0.55,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
"169453",69,137128,111696,371,22,3,10.67,36,0.86,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0
"1028",39,87891,208130,655,63,2,11.52,36,0.63,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0
"220921",67,41189,7395,511,71,4,15.24,36,0.67,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
"27462",43,101882,32314,835,72,2,15.56,60,0.84,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
"231319",24,38945,172402,657,22,1,9.61,24,0.23,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
"9773",57,111218,172891,805,66,4,6.03,24,0.54,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0
"127849",45,79772,202690,628,28,4,12.41,48,0.86,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1
"52866",46,122403,149430,465,12,3,18.85,12,0.61,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0
"75059",41,87065,91494,622,109,2,6.18,48,0.73,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0
"202631",28,87117,21068,774,52,3,21.37,24,0.89,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
"209300",27,100350,247974,314,58,2,5.41,48,0.76,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0
"223454",41,148875,65889,762,45,3,17.74,12,0.84,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
"124531",47,140655,155981,380,114,4,19.75,12,0.2,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
"247940",51,71076,160766,686,30,2,13.15,24,0.11,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0
"11011",37,126433,60160,342,43,1,18.76,48,0.19,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0
"253763",18,66455,16410,718,40,2,10.89,60,0.85,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0
"173995",38,82319,215117,357,38,3,17.99,12,0.53,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0
"240170",31,60601,108303,313,35,4,4.6,12,0.27,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0
"181158",34,141259,60481,606,32,3,6.37,24,0.78,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1
"28170",64,25818,16710,366,10,2,7.47,36,0.17,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1
"237698",28,146905,150793,746,22,2,15.11,12,0.62,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
"231936",55,103137,16393,348,68,3,5.28,48,0.54,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
"148061",19,25449,111758,702,106,1,16.36,48,0.69,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
"7163",60,38017,197921,770,24,2,22.85,12,0.42,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
"66794",54,55729,147116,784,6,2,3.84,36,0.48,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0
"247350",24,20500,83605,672,8,4,14.25,36,0.7,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
"197416",48,130465,171930,513,76,3,9.52,12,0.44,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
"85087",36,29564,138308,336,114,1,14.07,48,0.61,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0
"180429",23,17733,170962,623,109,2,4.3,24,0.13,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
"252678",26,85807,165145,840,11,3,24.9,36,0.56,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
"64496",42,69141,61390,411,60,1,12.64,24,0.59,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0
"5514",41,138715,42754,541,80,3,4.08,60,0.48,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
"90930",60,90657,219217,422,77,4,7.07,24,0.5,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
"149938",55,57274,14948,308,116,2,8.62,60,0.75,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
"15348",64,133640,194384,514,28,2,11.31,12,0.72,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0
"181611",34,29741,152882,521,48,1,11.28,48,0.78,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0
"171228",24,49964,110339,630,88,4,2.51,36,0.12,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
"177639",61,105011,18448,341,70,4,16.71,60,0.45,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
"178184",34,149439,124182,506,65,1,19.4,48,0.71,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0
"48872",30,26206,41398,402,41,2,2.22,12,0.63,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0
"118265",58,94100,196850,719,0,3,6.96,36,0.14,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
"89302",38,84919,187995,671,109,3,3.48,24,0.72,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
"51789",21,112609,52454,657,82,1,14.02,48,0.51,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
"218550",66,60450,236731,640,36,2,22.08,60,0.9,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
"116646",56,86551,51334,747,84,2,7.28,12,0.32,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1
"125135",46,148140,194929,460,25,1,20.15,12,0.62,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
"244048",44,23022,84360,630,29,3,20,24,0.8,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
"245955",24,117143,220226,509,96,4,2.74,24,0.77,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
"10501",21,51581,162620,702,5,2,9.14,12,0.81,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
"63844",63,93032,194223,326,80,4,2.35,12,0.87,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0
"101227",33,97285,176101,730,28,1,9.22,60,0.56,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
"97459",33,75034,201597,508,51,2,18.24,12,0.41,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0
"185302",39,77923,42081,547,92,3,15.38,36,0.19,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
"127261",68,50034,236235,504,82,3,11.75,48,0.23,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0
"1231",22,94982,24428,706,16,1,19.49,36,0.47,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
"85498",60,118171,182026,451,38,3,21.24,24,0.8,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0
"68934",34,36845,59063,725,23,4,4.68,48,0.37,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
"188829",47,97371,131803,600,2,4,17.67,60,0.28,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
"20320",57,52194,127090,575,54,1,3.08,36,0.64,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
"10519",30,112158,68274,531,6,2,17.47,12,0.71,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0
