"","Age","Income","LoanAmount","CreditScore","MonthsEmployed","NumCreditLines","InterestRate","LoanTerm","DTIRatio","HasMortgage","HasDependents","HasCoSigner","Default","edBachelor.s","edHigh.School","edMaster.s","edPhD","emptypeFull.time","emptypePart.time","emptypeSelf.employed","emptypeUnemployed","maritalDivorced","maritalMarried","maritalSingle","loanpurpAuto","loanpurpBusiness","loanpurpEducation","loanpurpHome","loanpurpOther"
"113731",28,21904,220343,342,70,1,7.83,24,0.68,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0
"132347",23,145404,219236,798,64,4,18.52,24,0.42,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
"33894",52,22441,236697,461,93,4,16.14,36,0.26,1,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
"134725",53,59004,173055,411,113,4,21.37,12,0.35,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
"175040",55,149625,140349,584,29,3,18.07,12,0.5,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
"50663",34,138919,188437,746,14,1,12.47,48,0.73,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
"43411",26,55828,32006,328,27,4,20.54,36,0.28,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1
"204991",18,109423,16539,340,65,2,7.99,48,0.58,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
"54598",27,58025,129121,364,41,3,17.83,60,0.54,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0
"158498",52,54166,183810,437,86,4,23.81,12,0.75,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
"107595",51,75491,55818,668,70,4,9.21,36,0.72,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0
"168760",18,25847,13409,849,8,1,11.92,24,0.34,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
"167956",59,35583,34758,378,44,4,15.17,60,0.19,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0
"146203",57,70489,114246,421,52,2,24.82,60,0.85,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0
"31616",63,100398,175361,776,71,2,4.96,12,0.39,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0
"132627",39,97308,198485,713,12,3,22.11,24,0.73,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0
"179856",29,99819,146554,438,37,2,12.46,24,0.68,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
"179335",61,136958,59037,478,97,3,7.94,60,0.38,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1
"74464",45,104233,142056,654,45,1,6.39,48,0.34,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0
"158493",18,39658,166679,501,48,3,23.11,60,0.22,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0
"170719",44,104816,204626,332,113,2,23.79,24,0.81,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
"231570",53,15765,134727,425,84,4,7.29,36,0.79,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
"35136",42,123726,22497,569,37,2,10.2,60,0.22,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0
"249052",33,91132,128497,665,80,3,5.84,48,0.41,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
"181093",68,33463,94923,828,65,3,18.66,12,0.68,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0
"102622",47,58454,142040,636,79,3,4.4,36,0.73,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
"56994",68,33698,238476,715,0,2,8.4,48,0.74,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
"14848",30,85285,61741,633,34,2,9.99,36,0.15,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0
"31120",55,132558,24254,793,51,1,14.63,24,0.33,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0
"14833",68,65240,189774,826,32,1,9.58,48,0.54,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
"114495",47,82636,138564,520,102,3,2.55,24,0.77,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
"122345",28,47103,210721,308,5,4,15.4,48,0.59,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
"67652",28,80775,74968,600,118,2,18.61,12,0.33,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1
"86621",29,59264,65409,803,49,4,19.31,24,0.86,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0
"76212",18,107958,224412,813,24,3,5.32,48,0.65,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1
"66982",30,107198,146067,568,23,1,3.82,24,0.52,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0
"250785",60,90631,32234,320,94,4,4.51,48,0.22,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
"126421",58,57193,176789,375,95,4,12.57,24,0.24,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
"2558",52,68720,10367,329,2,4,10.41,36,0.72,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1
"240878",31,41459,203091,579,112,4,3.35,12,0.21,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
"53682",40,47433,28938,832,103,2,16.88,60,0.72,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
"23972",63,145020,79550,310,103,2,23.61,24,0.7,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
"11069",48,69035,94372,460,90,1,23.68,12,0.48,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0
"81566",37,94189,217924,534,64,3,5,48,0.47,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0
"119373",40,98325,76668,555,9,4,20.34,12,0.32,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0
"168301",48,118099,207818,411,18,2,18.4,48,0.66,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
"205473",33,25702,70773,643,68,3,12.13,36,0.74,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
"80582",49,98533,247210,664,9,2,18.19,60,0.31,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0
"65012",56,131203,204030,550,29,3,17.27,24,0.41,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
"61727",26,78881,206682,666,54,4,13,12,0.29,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
"227775",21,90526,200906,457,50,3,21.73,24,0.59,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0
"54934",39,112501,10280,367,83,3,23.46,48,0.28,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
"2935",25,101796,226815,475,63,1,24.76,36,0.85,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1
"204783",22,65146,154034,538,96,4,5.38,36,0.69,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0
"3359",58,138419,219553,527,45,4,2.84,12,0.82,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
"174715",69,40937,119742,692,8,1,2.22,12,0.67,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
"199085",42,105773,34727,836,31,3,12.29,12,0.13,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
"204606",37,56495,116410,583,51,4,19.78,36,0.11,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0
"70814",41,96552,10002,683,75,1,15.6,12,0.54,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0
"101963",48,112020,24956,482,59,1,7.26,24,0.54,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
"142395",25,137545,74859,760,31,1,14.62,36,0.58,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
"212832",46,83739,188321,462,85,1,9.06,24,0.73,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0
"59829",53,27770,205852,732,34,4,2.41,12,0.86,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
"27657",60,82616,131602,484,83,2,9,24,0.75,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0
"110144",47,33103,115639,504,84,4,2.37,24,0.71,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
"248083",65,82290,85032,763,17,3,20.45,12,0.78,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
"242388",48,121705,52474,695,115,3,9.42,24,0.71,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0
"60207",62,42973,93659,778,114,1,21.78,12,0.59,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0
"1192",20,122600,244849,582,85,2,23.69,12,0.84,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
"156897",50,113307,116839,727,28,3,16.39,36,0.36,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0
"95558",56,23675,204726,429,112,3,17.82,24,0.77,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
"103852",57,74481,107496,754,117,3,20.18,12,0.3,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0
"55422",54,35115,205711,374,117,2,12.01,60,0.41,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
"77137",63,111010,205874,448,111,4,9.2,36,0.14,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0
"181650",59,121425,81002,849,28,1,3.44,60,0.23,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
"91809",67,16373,192044,534,23,1,17.88,12,0.21,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0
"118649",59,61771,6246,636,79,3,7.68,60,0.22,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0
"172420",66,44310,102594,314,61,1,14.94,12,0.14,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0
"27416",43,146412,101400,607,101,3,18.84,36,0.9,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
"138836",32,102399,208310,590,66,2,2.6,24,0.46,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
"65162",23,80487,138588,424,43,3,13.06,48,0.23,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0
"239090",51,95998,239148,430,29,4,11.57,48,0.1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0
"85986",46,91683,36545,810,93,1,20.8,24,0.71,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0
"92040",59,143915,129494,579,41,2,15.28,60,0.86,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0
"188297",52,131179,21760,360,16,1,11.39,60,0.12,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
"21179",46,84528,15150,355,53,2,8.06,12,0.86,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0
"228662",44,123747,152511,330,25,3,22.43,12,0.72,0,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0
"41272",47,89389,235111,412,65,1,10.2,12,0.55,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
"61045",45,58004,10685,608,27,2,11.22,36,0.89,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
"3046",36,90386,218759,664,2,4,13.49,60,0.4,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
"187248",46,124942,123066,486,18,2,7.38,48,0.59,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
"204716",27,64950,143786,574,63,2,23.46,36,0.18,1,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
"133864",49,63480,126578,556,44,2,22.05,12,0.2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
"212878",33,89015,42376,348,99,1,7.13,12,0.53,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
"114462",60,57523,17992,459,112,1,14.59,12,0.26,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0
"122515",60,57297,247789,507,88,4,17.67,24,0.24,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
"208347",34,45388,52010,534,99,2,3.84,24,0.23,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
"154916",54,88632,144056,430,4,3,18.14,24,0.14,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0
"16838",61,130810,169052,712,93,1,15.17,12,0.65,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1
"98948",66,72338,230653,476,22,1,3.33,60,0.4,1,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1
"251466",21,75175,218150,592,78,3,12.46,12,0.14,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
"192706",38,111490,234120,436,89,2,7.8,24,0.14,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0
"142949",22,95053,233469,500,40,4,13.75,24,0.72,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0
"157090",29,19563,25774,814,39,1,17.34,36,0.29,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
"222041",23,126943,210846,490,82,3,23.82,36,0.45,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
"211975",23,99092,243735,447,115,1,15.49,36,0.56,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0
"11115",38,117286,135347,731,28,3,14.99,36,0.3,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
"214143",48,100526,235688,814,81,4,11.43,24,0.8,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
"253630",54,118452,186669,490,6,1,21,24,0.36,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0
"179902",61,99825,32903,611,59,4,16.24,60,0.89,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0
"105654",43,84847,135013,624,71,3,8.54,12,0.17,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
"169382",38,99437,5000,538,89,3,16.96,12,0.45,1,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
"215732",22,57053,236743,420,61,3,13.52,60,0.16,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
"57187",57,61307,41043,615,58,4,24.54,12,0.28,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0
"114",25,66282,242287,564,47,3,4.76,24,0.6,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1
"122757",37,42601,137992,399,71,1,10.44,60,0.31,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
"157071",62,34483,146370,817,62,3,13.12,24,0.4,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0
"244101",26,38925,243234,377,105,3,11.5,12,0.16,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0
"180100",68,125735,15038,758,27,1,22.65,24,0.44,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
"244309",42,41633,200026,811,83,2,8.37,12,0.23,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
"163728",46,85044,66572,555,81,4,8.88,12,0.54,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
"159018",23,118472,125616,450,93,2,22.92,36,0.78,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0
"149540",56,33003,138260,818,68,2,3.3,48,0.1,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1
"125597",33,88692,199017,400,19,2,21.53,24,0.43,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0
"170010",40,103933,66022,588,86,2,17.81,24,0.47,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
"62548",45,53556,123940,513,88,4,5.94,48,0.86,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
"161145",25,18826,243279,335,34,3,13.84,36,0.43,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0
"124434",63,104683,91757,591,16,4,20.24,24,0.4,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
"164024",20,148792,244431,660,45,2,23.36,60,0.69,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
"41288",22,40158,160397,754,3,2,16.43,36,0.16,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0
"42227",30,20914,69300,339,20,3,6.84,36,0.24,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
"252475",28,134286,13584,809,85,3,12.52,12,0.54,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
"177128",27,79808,64465,751,8,1,7.21,12,0.1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
"27065",29,109801,81768,461,52,4,2.28,24,0.37,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0
"46502",44,23694,143664,836,43,4,2.18,24,0.52,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0
"168587",49,81868,90869,480,62,3,6.6,24,0.21,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
"213502",21,126320,129490,493,11,3,20.96,60,0.82,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0
"166959",53,149351,79261,465,30,1,14.19,36,0.23,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
"252663",55,16013,25308,670,0,3,11.98,12,0.64,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
"162026",57,147919,159653,596,70,1,13.1,24,0.21,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
"100585",31,109860,130648,776,54,3,19.5,48,0.7,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
"16493",60,19305,173684,370,87,2,7.77,24,0.42,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
"110299",63,105944,248343,764,60,2,8.15,36,0.69,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
"230191",54,138514,65609,400,61,4,3.41,60,0.25,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
"177421",56,53413,166586,490,110,2,14.65,24,0.68,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
"83941",65,123978,51728,376,110,4,13.19,24,0.22,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0
"142455",38,71525,19343,536,93,4,21.21,48,0.45,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
"6747",37,124982,119578,353,114,1,9.85,12,0.74,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
"88103",51,121267,200271,500,21,3,2.8,24,0.51,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1
"182297",46,94470,67650,533,53,1,18.27,48,0.44,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0
"98074",45,65196,19482,645,109,1,23.27,60,0.52,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0
"74843",21,104824,117576,797,70,2,15.98,36,0.12,1,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
"106429",36,84864,27194,324,7,3,9.68,48,0.6,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1
"172370",29,51933,214195,349,91,1,13.87,48,0.12,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
"37157",44,108861,53870,603,31,2,7.93,12,0.42,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
"228331",64,115767,36290,395,65,4,8.6,48,0.36,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
"101759",54,101361,74105,324,47,3,18.63,48,0.25,1,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0
"150076",31,121442,10507,472,108,4,15.15,60,0.47,1,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
"57281",45,24770,207316,766,99,3,3.08,60,0.49,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0
"10494",50,39579,137941,312,84,4,2.84,60,0.87,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0
"51838",47,122515,129578,716,95,2,3.47,48,0.33,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
"81289",28,100121,121482,471,65,4,16.39,60,0.56,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
"26565",66,123582,173795,683,13,2,2.42,36,0.8,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
"191848",22,46067,140489,609,14,4,12,24,0.55,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
"175004",25,31441,79439,439,81,1,18.87,36,0.4,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
"170635",23,48491,72673,584,101,4,3.28,36,0.31,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
"98900",49,101181,232893,713,108,2,3.25,60,0.52,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0
"223454",41,148875,65889,762,45,3,17.74,12,0.84,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
"36751",42,23898,76676,650,80,2,5.62,60,0.13,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
"240850",36,28647,16958,783,68,2,23.26,12,0.22,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
"179097",60,100387,149152,331,66,2,9.67,60,0.67,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0
"150674",20,126641,199695,317,13,2,6.62,36,0.13,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0
"162366",37,47199,40397,836,54,1,3.53,24,0.5,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
"62694",38,111055,184061,828,47,2,2.27,60,0.16,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0
"120939",35,50296,178372,415,92,4,18.89,60,0.3,1,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1
"165519",45,140513,102135,340,27,2,5.86,48,0.5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
"45833",44,35642,148648,550,68,2,16.92,36,0.72,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
"213346",59,145553,237878,435,82,1,5.53,24,0.13,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0
"80881",49,26820,55741,771,99,4,4.16,48,0.4,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
"1088",23,148983,62694,744,82,3,8.37,48,0.13,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0
"249519",57,130115,39775,663,9,1,9.41,24,0.46,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
"68389",33,35789,203600,307,97,2,10.34,24,0.36,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1
"48096",19,125379,125162,825,18,3,15.1,12,0.17,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
"217353",27,126029,245298,320,9,1,20.93,48,0.44,1,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
"165987",59,124207,76024,579,117,1,13.74,60,0.11,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1
"139130",65,81111,77520,775,94,2,6.24,60,0.29,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
"34829",63,144840,86568,818,0,4,17.9,36,0.19,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
"129629",52,94050,181012,719,63,4,16.38,12,0.29,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0
"111784",35,124160,41329,777,17,2,12.36,36,0.8,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1
"92319",68,135601,81711,624,88,4,17.59,24,0.73,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0
"172126",49,143310,85849,540,35,3,15.89,24,0.88,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
"214729",66,64070,18923,487,80,1,4.69,60,0.2,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
"237656",45,102173,227945,782,58,1,14.5,12,0.2,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
"73249",20,28925,224181,772,6,2,8.09,24,0.24,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0
"255083",47,144402,199724,340,73,2,16.74,12,0.22,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
"179570",26,26067,213268,337,93,4,6.93,24,0.65,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0
"241408",22,29041,166268,493,59,4,24.7,48,0.6,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1
"140086",55,52647,134226,794,14,1,8.23,12,0.84,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0
"71132",40,58295,91158,747,55,1,9.33,24,0.45,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0
"117727",51,40230,243995,400,104,3,16.65,48,0.3,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0
"76532",62,91377,111362,378,84,2,22.66,24,0.47,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
"211988",38,34124,80934,843,81,4,15.8,36,0.16,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
